rank, score, word, galls
168,391.0,개추,"[20210818_baseball_new10(64.0),20210818_bitcoins(54.0),20210818_giants_new2(49.0),20210818_leagueoflegends4(26.0),20210818_lgtwins_new(24.0),20210818_samsunglions_new(19.0),20210818_neostock(14.0),20210818_lostark(12.0),20210818_maplestory(11.0),20210818_stream(11.0),20210818_top12(11.0),20210818_granblue(8.0),20210818_gongik_new(7.0),20210818_fantasy_new(7.0),20210818_ib_new2(6.0),20210818_grsgills(5.0),20210818_doosanbears_new1(4.0),20210818_closers(4.0),20210818_exam_new2(4.0),20210818_hanwhaeagles_new(4.0),20210818_baseball_ab2(4.0),20210818_football_new7(4.0),20210818_d_fighter_new2(3.0),20210818_sh_new(3.0),20210818_comic_new2(3.0),20210818_blackpink(3.0),20210818_skwyverns(2.0),20210818_ktwiz(2.0),20210818_smartphone(2.0),20210818_kart(2.0),20210818_tigers_new(2.0),20210818_fifaonline(2.0),20210818_elsword(2.0),20210818_cs_new1(1.0),20210818_fashion_new1(1.0),20210818_mistertrot(1.0),20210818_boardgame(1.0),20210818_car_new1(1.0),20210818_immovables(1.0),20210818_mabi_heroes2(1.0),20210818_akb48(1.0),20210818_pridepc_new4(1.0),20210818_extra(1.0),20210818_drama_new3(1.0),20210818_lotto_new2(1.0),20210818_chicken(1.0),20210818_ani1_new1(1.0),20210818_toy(1.0),20210818_tr(1.0),20210818_redvelvet(1.0),20210818_depression_new1(1.0),20210818_idolmaster(1.0),20210818_hiphop(1.0)]"
169,390.0,여초,"[20210818_typemoon(228.0),20210818_comic_new2(41.0),20210818_grsgills(23.0),20210818_baseball_new10(19.0),20210818_baseball_ab2(11.0),20210818_drama_new3(8.0),20210818_giants_new2(6.0),20210818_top12(6.0),20210818_twice_new(6.0),20210818_divination(5.0),20210818_stream(5.0),20210818_gongik_new(4.0),20210818_depression_new1(4.0),20210818_maplestory(2.0),20210818_leagueoflegends4(2.0),20210818_programming(2.0),20210818_lostark(1.0),20210818_cat(1.0),20210818_closers(1.0),20210818_exam_new2(1.0),20210818_smartphone(1.0),20210818_etc_program2(1.0),20210818_ufc(1.0),20210818_kart(1.0),20210818_w_entertainer(1.0),20210818_d_fighter_new2(1.0),20210818_blackpink(1.0),20210818_idolmaster(1.0),20210818_hiphop(1.0)]"
170,389.0,꾹,"[20210818_bts(346.0),20210818_stream(12.0),20210818_w_entertainer(12.0),20210818_ib_new2(7.0),20210818_tr(5.0),20210818_football_new7(2.0),20210818_cat(2.0),20210818_drama_new3(2.0)]"
171,388.0,걸,"[20210818_grsgills(126.0),20210818_top12(86.0),20210818_baseball_new10(25.0),20210818_etc_program2(24.0),20210818_akb48(20.0),20210818_comic_new2(7.0),20210818_idolmaster(7.0),20210818_ib_new2(5.0),20210818_w_entertainer(5.0),20210818_fantasy_new(4.0),20210818_lostark(4.0),20210818_drama_new3(4.0),20210818_m_entertainer1(4.0),20210818_baseball_ab2(4.0),20210818_redvelvet(4.0),20210818_stream(3.0),20210818_twice_new(3.0),20210818_bitcoins(3.0),20210818_maplestory(3.0),20210818_football_new7(3.0),20210818_giants_new2(2.0),20210818_producex(2.0),20210818_divination(2.0),20210818_mistertrot(2.0),20210818_leagueoflegends4(2.0),20210818_granblue(2.0),20210818_d_fighter_new2(2.0),20210818_typemoon(2.0),20210818_closers(2.0),20210818_pumpitup(1.0),20210818_toy(1.0),20210818_kart(1.0),20210818_car_new1(1.0),20210818_lgbt(1.0),20210818_depression_new1(1.0),20210818_extra(1.0),20210818_lotto_new2(1.0),20210818_ani1_new1(1.0),20210818_tigers_new(1.0),20210818_neostock(1.0),20210818_elsword(1.0),20210818_diet(1.0),20210818_bts(1.0),20210818_arbeit(1.0),20210818_game_mabinogi1(1.0),20210818_pridepc_new4(1.0),20210818_fashion_new1(1.0),20210818_boardgame(1.0),20210818_gf(1.0),20210818_pokemon(1.0),20210818_gongik_new(1.0),20210818_winkgall(1.0),20210818_blackpink(1.0),20210818_tr(1.0),20210818_programming(0.0),20210818_sphero(0.0),20210818_cs_new1(0.0),20210818_samsunglions_new(0.0),20210818_government(0.0),20210818_lgtwins_new(0.0),20210818_immovables(0.0),20210818_mabi_heroes2(0.0),20210818_coronavirus(0.0),20210818_loan_new1(0.0),20210818_exam_new2(0.0),20210818_pripara(0.0),20210818_iu_new(0.0),20210818_stock_new2(0.0),20210818_mystery(0.0),20210818_bike(0.0),20210818_sh_new(0.0),20210818_ncdinos(0.0)]"
172,387.0,버스,"[20210818_lostark(158.0),20210818_neostock(45.0),20210818_stream(17.0),20210818_leagueoflegends4(16.0),20210818_boardgame(11.0),20210818_typemoon(10.0),20210818_comic_new2(9.0),20210818_idolmaster(9.0),20210818_grsgills(8.0),20210818_baseball_new10(7.0),20210818_arbeit(6.0),20210818_elsword(6.0),20210818_coronavirus(5.0),20210818_mabi_heroes2(4.0),20210818_closers(4.0),20210818_giants_new2(4.0),20210818_fantasy_new(4.0),20210818_w_entertainer(4.0),20210818_depression_new1(4.0),20210818_bts(3.0),20210818_maplestory(3.0),20210818_drama_new3(3.0),20210818_cs_new1(3.0),20210818_mistertrot(3.0),20210818_m_entertainer1(3.0),20210818_car_new1(3.0),20210818_pumpitup(2.0),20210818_exam_new2(2.0),20210818_gongik_new(2.0),20210818_top12(2.0),20210818_tr(2.0),20210818_stock_new2(2.0),20210818_toy(2.0),20210818_baseball_ab2(2.0),20210818_programming(1.0),20210818_bitcoins(1.0),20210818_touhou(1.0),20210818_lgtwins_new(1.0),20210818_granblue(1.0),20210818_japan_entertainment(1.0),20210818_football_new7(1.0),20210818_iu_new(1.0),20210818_pokemon(1.0),20210818_sdvx(1.0),20210818_blackpink(1.0),20210818_jumper(1.0),20210818_sphero(1.0),20210818_samsunglions_new(1.0),20210818_government(1.0),20210818_immovables(1.0),20210818_diet(1.0),20210818_game_mabinogi1(1.0),20210818_pridepc_new4(1.0),20210818_ib_new2(1.0),20210818_etc_program2(1.0),20210818_ani1_new1(1.0),20210818_mystery(1.0),20210818_redvelvet(1.0)]"
173,386.0,블레이드,"[20210818_lostark(185.0),20210818_d_fighter_new2(139.0),20210818_stream(37.0),20210818_maplestory(9.0),20210818_pokemon(5.0),20210818_fantasy_new(5.0),20210818_ff14(2.0),20210818_ib_new2(2.0),20210818_comic_new2(2.0)]"
174,384.0,서버,"[20210818_lostark(182.0),20210818_maplestory(38.0),20210818_d_fighter_new2(26.0),20210818_ff14(19.0),20210818_game_mabinogi1(14.0),20210818_comic_new2(11.0),20210818_programming(10.0),20210818_closers(10.0),20210818_baseball_new10(7.0),20210818_granblue(6.0),20210818_iu_new(6.0),20210818_smartphone(5.0),20210818_fantasy_new(4.0),20210818_stream(4.0),20210818_depression_new1(4.0),20210818_elsword(4.0),20210818_typemoon(3.0),20210818_pridepc_new4(3.0),20210818_idolmaster(3.0),20210818_kancolle(2.0),20210818_pumpitup(2.0),20210818_leagueoflegends4(2.0),20210818_car_new1(2.0),20210818_tr(2.0),20210818_fifaonline(2.0),20210818_bitcoins(1.0),20210818_monsterhunter(1.0),20210818_cs_new1(1.0),20210818_samsunglions_new(1.0),20210818_giants_new2(1.0),20210818_mabi_heroes2(1.0),20210818_m_entertainer1(1.0),20210818_tigers_new(1.0),20210818_twice_new(1.0)]"
175,382.0,태,"[20210818_ib_new2(124.0),20210818_lgtwins_new(29.0),20210818_sh_new(24.0),20210818_baseball_ab2(19.0),20210818_lostark(19.0),20210818_doosanbears_new1(17.0),20210818_tabletpc(12.0),20210818_smartphone(11.0),20210818_samsunglions_new(10.0),20210818_idolmaster(8.0),20210818_giants_new2(7.0),20210818_maplestory(7.0),20210818_football_new7(7.0),20210818_drama_new3(6.0),20210818_tigers_new(5.0),20210818_stream(4.0),20210818_fifaonline(4.0),20210818_fantasy_new(4.0),20210818_baseball_new10(4.0),20210818_lgbt(4.0),20210818_comic_new2(3.0),20210818_boardgame(3.0),20210818_leagueoflegends4(3.0),20210818_hanwhaeagles_new(3.0),20210818_monsterhunter(2.0),20210818_d_fighter_new2(2.0),20210818_divination(2.0),20210818_lotto_new2(2.0),20210818_chicken(2.0),20210818_grsgills(2.0),20210818_tr(2.0),20210818_nba(1.0),20210818_skwyverns(1.0),20210818_game_mabinogi1(1.0),20210818_loan_new1(1.0),20210818_ktwiz(1.0),20210818_toy(1.0),20210818_m_entertainer1(1.0),20210818_w_entertainer(1.0),20210818_neostock(1.0),20210818_depression_new1(1.0),20210818_cs_new1(1.0),20210818_typemoon(1.0),20210818_stock_new2(1.0),20210818_blackpink(1.0),20210818_bns(1.0),20210818_ncdinos(1.0),20210818_bitcoins(1.0),20210818_sphero(1.0),20210818_mabi_heroes2(1.0),20210818_pridepc_new4(1.0),20210818_ff14(1.0),20210818_ufc(1.0),20210818_pokemon(1.0),20210818_jumper(1.0),20210818_car_new1(1.0),20210818_hiphop(1.0),20210818_granblue(0.0),20210818_akb48(0.0),20210818_cat(0.0),20210818_mistertrot(0.0),20210818_etc_program2(0.0),20210818_gf(0.0),20210818_mystery(0.0),20210818_bike(0.0),20210818_sdvx(0.0),20210818_earphone(0.0),20210818_top12(0.0),20210818_fight_game(0.0)]"
176,382.0,마무리,"[20210818_lgtwins_new(231.0),20210818_hanwhaeagles_new(55.0),20210818_giants_new2(15.0),20210818_tigers_new(12.0),20210818_baseball_ab2(12.0),20210818_samsunglions_new(7.0),20210818_sh_new(5.0),20210818_ncdinos(5.0),20210818_lotto_new2(4.0),20210818_doosanbears_new1(4.0),20210818_skwyverns(4.0),20210818_divination(2.0),20210818_loan_new1(2.0),20210818_ktwiz(2.0),20210818_ani1_new1(2.0),20210818_fantasy_new(2.0),20210818_stream(2.0),20210818_w_entertainer(2.0),20210818_bitcoins(1.0),20210818_cs_new1(1.0),20210818_football_new7(1.0),20210818_lostark(1.0),20210818_akb48(1.0),20210818_coronavirus(1.0),20210818_etc_program2(1.0),20210818_leagueoflegends4(1.0),20210818_d_fighter_new2(1.0),20210818_grsgills(1.0),20210818_bns(1.0)]"
177,381.0,홀,"[20210818_lostark(223.0),20210818_closers(19.0),20210818_comic_new2(17.0),20210818_baseball_ab2(12.0),20210818_d_fighter_new2(13.0),20210818_mabi_heroes2(12.0),20210818_baseball_new10(10.0),20210818_stream(9.0),20210818_football_new7(8.0),20210818_depression_new1(5.0),20210818_elsword(4.0),20210818_lotto_new2(3.0),20210818_pridepc_new4(2.0),20210818_fashion_new1(2.0),20210818_loan_new1(2.0),20210818_iu_new(2.0),20210818_boardgame(2.0),20210818_drama_new3(2.0),20210818_toy(2.0),20210818_idolmaster(2.0),20210818_cs_new1(2.0),20210818_giants_new2(2.0),20210818_maplestory(2.0),20210818_pokemon(2.0),20210818_fantasy_new(2.0),20210818_bns(2.0),20210818_lgbt(2.0),20210818_fifaonline(2.0),20210818_bitcoins(1.0),20210818_nba(1.0),20210818_arbeit(1.0),20210818_typemoon(1.0),20210818_coronavirus(1.0),20210818_game_mabinogi1(1.0),20210818_mistertrot(1.0),20210818_pripara(1.0),20210818_extra(1.0),20210818_smartphone(1.0),20210818_bike(1.0),20210818_earphone(1.0),20210818_w_entertainer(1.0),20210818_neostock(1.0),20210818_hanwhaeagles_new(1.0)]"
178,381.0,은비,"[20210818_top12(288.0),20210818_grsgills(40.0),20210818_baseball_new10(26.0),20210818_etc_program2(6.0),20210818_gf(6.0),20210818_akb48(4.0),20210818_football_new7(2.0),20210818_m_entertainer1(2.0),20210818_stream(2.0),20210818_w_entertainer(2.0),20210818_twice_new(2.0)]"
179,380.0,ㅋㅋㅋㅋㅋㅋ,"[20210818_baseball_new10(37.0),20210818_samsunglions_new(28.0),20210818_baseball_ab2(23.0),20210818_bitcoins(22.0),20210818_stream(22.0),20210818_lgtwins_new(20.0),20210818_giants_new2(20.0),20210818_ib_new2(20.0),20210818_hanwhaeagles_new(16.0),20210818_leagueoflegends4(14.0),20210818_doosanbears_new1(11.0),20210818_grsgills(10.0),20210818_football_new7(9.0),20210818_lostark(8.0),20210818_top12(8.0),20210818_ktwiz(7.0),20210818_neostock(8.0),20210818_sh_new(8.0),20210818_skwyverns(6.0),20210818_lotto_new2(6.0),20210818_comic_new2(5.0),20210818_idolmaster(5.0),20210818_maplestory(5.0),20210818_smartphone(5.0),20210818_tigers_new(4.0),20210818_w_entertainer(4.0),20210818_granblue(4.0),20210818_fantasy_new(3.0),20210818_elsword(3.0),20210818_ncdinos(3.0),20210818_pokemon(2.0),20210818_redvelvet(2.0),20210818_immovables(2.0),20210818_stock_new2(2.0),20210818_blackpink(2.0),20210818_typemoon(2.0),20210818_mistertrot(2.0),20210818_drama_new3(2.0),20210818_pridepc_new4(1.0),20210818_car_new1(1.0),20210818_hiphop(1.0),20210818_government(1.0),20210818_loan_new1(1.0),20210818_exam_new2(1.0),20210818_iu_new(1.0),20210818_etc_program2(1.0),20210818_chicken(1.0),20210818_monsterhunter(1.0),20210818_sphero(1.0),20210818_cs_new1(1.0),20210818_coronavirus(1.0),20210818_closers(1.0),20210818_pripara(1.0),20210818_gf(1.0),20210818_sbsdocu(1.0),20210818_toy(1.0),20210818_gongik_new(1.0),20210818_d_fighter_new2(1.0),20210818_tabletpc(1.0),20210818_fifaonline(1.0),20210818_nba(0.0),20210818_bts(0.0),20210818_akb48(0.0),20210818_game_mabinogi1(0.0),20210818_fashion_new1(0.0),20210818_ufc(0.0),20210818_ani1_new1(0.0),20210818_bike(0.0),20210818_sdvx(0.0),20210818_m_entertainer1(0.0),20210818_winkgall(0.0),20210818_superband2(0.0)]"
180,380.0,시즌,"[20210818_leagueoflegends4(64.0),20210818_football_new7(35.0),20210818_giants_new2(28.0),20210818_lgtwins_new(27.0),20210818_bitcoins(25.0),20210818_nba(17.0),20210818_baseball_ab2(18.0),20210818_samsunglions_new(11.0),20210818_hanwhaeagles_new(10.0),20210818_mistertrot(9.0),20210818_d_fighter_new2(9.0),20210818_doosanbears_new1(8.0),20210818_fifaonline(8.0),20210818_lostark(7.0),20210818_sh_new(7.0),20210818_kart(6.0),20210818_neostock(5.0),20210818_skwyverns(5.0),20210818_ktwiz(5.0),20210818_grsgills(5.0),20210818_idolmaster(5.0),20210818_game_mabinogi1(4.0),20210818_stream(4.0),20210818_tigers_new(4.0),20210818_figureskating_new(4.0),20210818_ncdinos(4.0),20210818_granblue(3.0),20210818_hiphop(3.0),20210818_fantasy_new(3.0),20210818_ib_new2(3.0),20210818_pokemon(3.0),20210818_sphero(2.0),20210818_fashion_new1(2.0),20210818_maplestory(2.0),20210818_iu_new(2.0),20210818_drama_new3(2.0),20210818_top12(2.0),20210818_baseball_new10(2.0),20210818_mabi_heroes2(1.0),20210818_arbeit(1.0),20210818_tr(1.0),20210818_comic_new2(1.0),20210818_elsword(1.0),20210818_ff14(1.0),20210818_extra(1.0),20210818_ani1_new1(1.0),20210818_w_entertainer(1.0),20210818_superband2(1.0),20210818_pumpitup(0.0),20210818_typemoon(0.0),20210818_pridepc_new4(0.0),20210818_closers(0.0),20210818_exam_new2(0.0),20210818_boardgame(0.0),20210818_lotto_new2(0.0),20210818_gf(0.0),20210818_bike(0.0),20210818_sdvx(0.0),20210818_earphone(0.0),20210818_m_entertainer1(0.0),20210818_blackpink(0.0),20210818_car_new1(0.0),20210818_redvelvet(0.0),20210818_depression_new1(0.0),20210818_twice_new(0.0)]"
181,378.0,케인,"[20210818_football_new7(293.0),20210818_maplestory(28.0),20210818_leagueoflegends4(17.0),20210818_top12(9.0),20210818_grsgills(5.0),20210818_baseball_new10(5.0),20210818_fantasy_new(3.0),20210818_skwyverns(2.0),20210818_akb48(2.0),20210818_etc_program2(2.0),20210818_toy(2.0),20210818_stream(2.0),20210818_car_new1(2.0),20210818_baseball_ab2(2.0),20210818_lgbt(2.0),20210818_idolmaster(2.0),20210818_fifaonline(2.0)]"
182,378.0,쯔,"[20210818_maplestory(173.0),20210818_granblue(102.0),20210818_grsgills(39.0),20210818_idolmaster(23.0),20210818_boardgame(7.0),20210818_twice_new(7.0),20210818_ib_new2(5.0),20210818_bitcoins(4.0),20210818_fantasy_new(4.0),20210818_baseball_new10(4.0),20210818_pridepc_new4(2.0),20210818_etc_program2(2.0),20210818_w_entertainer(2.0),20210818_neostock(2.0),20210818_tabletpc(2.0),20210818_comic_new2(2.0)]"
183,376.0,걸스,"[20210818_grsgills(201.0),20210818_top12(129.0),20210818_baseball_new10(11.0),20210818_redvelvet(7.0),20210818_ib_new2(6.0),20210818_blackpink(4.0),20210818_comic_new2(4.0),20210818_lostark(2.0),20210818_maplestory(2.0),20210818_drama_new3(2.0),20210818_etc_program2(2.0),20210818_w_entertainer(2.0),20210818_car_new1(2.0),20210818_baseball_ab2(2.0),20210818_hiphop(2.0)]"
184,374.0,중국,"[20210818_grsgills(59.0),20210818_drama_new3(38.0),20210818_neostock(23.0),20210818_comic_new2(21.0),20210818_leagueoflegends4(20.0),20210818_baseball_new10(19.0),20210818_football_new7(17.0),20210818_fantasy_new(18.0),20210818_immovables(14.0),20210818_smartphone(12.0),20210818_mystery(11.0),20210818_bitcoins(8.0),20210818_stock_new2(8.0),20210818_car_new1(8.0),20210818_baseball_ab2(8.0),20210818_figureskating_new(6.0),20210818_pridepc_new4(6.0),20210818_sbsdocu(5.0),20210818_top12(5.0),20210818_giants_new2(4.0),20210818_typemoon(4.0),20210818_etc_program2(4.0),20210818_tabletpc(4.0),20210818_fight_game(4.0),20210818_depression_new1(4.0),20210818_idolmaster(4.0),20210818_stream(3.0),20210818_d_fighter_new2(3.0),20210818_akb48(3.0),20210818_divination(3.0),20210818_toy(3.0),20210818_nba(2.0),20210818_lgtwins_new(2.0),20210818_iu_new(2.0),20210818_ib_new2(2.0),20210818_ani1_new1(2.0),20210818_redvelvet(2.0),20210818_pumpitup(1.0),20210818_arbeit(1.0),20210818_maplestory(1.0),20210818_extra(1.0),20210818_earphone(1.0),20210818_w_entertainer(1.0),20210818_lgbt(1.0),20210818_fifaonline(1.0),20210818_cs_new1(1.0),20210818_kancolle(1.0),20210818_lostark(1.0),20210818_coronavirus(1.0),20210818_plastic_s(1.0),20210818_mistertrot(1.0),20210818_exam_new2(1.0),20210818_jumper(1.0)]"
185,373.0,코인,"[20210818_bitcoins(196.0),20210818_neostock(24.0),20210818_ib_new2(18.0),20210818_maplestory(17.0),20210818_stream(13.0),20210818_baseball_new10(9.0),20210818_fantasy_new(8.0),20210818_comic_new2(8.0),20210818_loan_new1(6.0),20210818_lotto_new2(6.0),20210818_m_entertainer1(6.0),20210818_immovables(4.0),20210818_lostark(4.0),20210818_pridepc_new4(3.0),20210818_producex(3.0),20210818_extra(3.0),20210818_drama_new3(3.0),20210818_tr(3.0),20210818_government(2.0),20210818_pumpitup(2.0),20210818_divination(2.0),20210818_leagueoflegends4(2.0),20210818_d_fighter_new2(2.0),20210818_car_new1(2.0),20210818_idolmaster(2.0),20210818_cs_new1(2.0),20210818_giants_new2(2.0),20210818_arbeit(2.0),20210818_akb48(2.0),20210818_fashion_new1(2.0),20210818_smartphone(2.0),20210818_bike(2.0),20210818_w_entertainer(2.0),20210818_grsgills(2.0),20210818_top12(2.0),20210818_baseball_ab2(2.0),20210818_typemoon(1.0),20210818_plastic_s(1.0),20210818_closers(1.0),20210818_etc_program2(1.0),20210818_gf(1.0),20210818_chicken(1.0),20210818_pokemon(1.0),20210818_toy(1.0),20210818_redvelvet(1.0)]"
186,373.0,에이다,[20210818_bitcoins(373.0)]
187,372.0,길드,"[20210818_lostark(140.0),20210818_d_fighter_new2(74.0),20210818_maplestory(39.0),20210818_mabi_heroes2(28.0),20210818_game_mabinogi1(22.0),20210818_monsterhunter(15.0),20210818_fantasy_new(15.0),20210818_elsword(11.0),20210818_stream(9.0),20210818_tr(7.0),20210818_ib_new2(4.0),20210818_depression_new1(4.0),20210818_divination(2.0),20210818_gf(2.0),20210818_comic_new2(2.0)]"
188,371.0,산악회,"[20210818_stream(355.0),20210818_lostark(13.0),20210818_loan_new1(3.0)]"
189,371.0,팬,"[20210818_top12(47.0),20210818_ib_new2(35.0),20210818_grsgills(30.0),20210818_mistertrot(27.0),20210818_leagueoflegends4(23.0),20210818_football_new7(19.0),20210818_redvelvet(12.0),20210818_bts(12.0),20210818_stream(12.0),20210818_nba(10.0),20210818_baseball_ab2(10.0),20210818_w_entertainer(9.0),20210818_pridepc_new4(8.0),20210818_drama_new3(8.0),20210818_lgtwins_new(8.0),20210818_giants_new2(7.0),20210818_baseball_new10(6.0),20210818_comic_new2(6.0),20210818_tigers_new(5.0),20210818_typemoon(5.0),20210818_iu_new(5.0),20210818_samsunglions_new(4.0),20210818_fantasy_new(4.0),20210818_elsword(4.0),20210818_twice_new(4.0),20210818_neostock(3.0),20210818_sphero(3.0),20210818_akb48(3.0),20210818_maplestory(3.0),20210818_etc_program2(3.0),20210818_hanwhaeagles_new(3.0),20210818_bitcoins(2.0),20210818_figureskating_new(2.0),20210818_doosanbears_new1(2.0),20210818_producex(2.0),20210818_boardgame(2.0),20210818_hiphop(2.0),20210818_skwyverns(1.0),20210818_smartphone(1.0),20210818_fifaonline(1.0),20210818_divination(1.0),20210818_kart(1.0),20210818_earphone(1.0),20210818_monsterhunter(1.0),20210818_granblue(1.0),20210818_japan_entertainment(1.0),20210818_ktwiz(1.0),20210818_lotto_new2(1.0),20210818_toy(1.0),20210818_m_entertainer1(1.0),20210818_d_fighter_new2(1.0),20210818_sh_new(1.0),20210818_lgbt(1.0),20210818_idolmaster(1.0),20210818_mabi_heroes2(0.0),20210818_lostark(0.0),20210818_pumpitup(0.0),20210818_ff14(0.0),20210818_closers(0.0),20210818_pripara(0.0),20210818_extra(0.0),20210818_gf(0.0),20210818_ufc(0.0),20210818_pokemon(0.0),20210818_sdvx(0.0),20210818_car_new1(0.0),20210818_superband2(0.0),20210818_tabletpc(0.0),20210818_fight_game(0.0),20210818_depression_new1(0.0),20210818_ncdinos(0.0)]"
190,370.0,빠따,"[20210818_giants_new2(134.0),20210818_samsunglions_new(43.0),20210818_sh_new(39.0),20210818_football_new7(27.0),20210818_tigers_new(27.0),20210818_lgtwins_new(22.0),20210818_ktwiz(15.0),20210818_baseball_ab2(15.0),20210818_lotto_new2(14.0),20210818_hanwhaeagles_new(8.0),20210818_comic_new2(6.0),20210818_doosanbears_new1(3.0),20210818_granblue(1.0),20210818_plastic_s(1.0),20210818_closers(1.0),20210818_smartphone(1.0),20210818_ufc(1.0),20210818_bike(1.0),20210818_leagueoflegends4(1.0),20210818_fantasy_new(1.0),20210818_car_new1(1.0),20210818_ncdinos(1.0),20210818_baseball_new10(1.0),20210818_bitcoins(1.0)]"
191,367.0,캐,"[20210818_lostark(80.0),20210818_bitcoins(45.0),20210818_typemoon(33.0),20210818_d_fighter_new2(22.0),20210818_elsword(25.0),20210818_mabi_heroes2(17.0),20210818_closers(15.0),20210818_comic_new2(14.0),20210818_maplestory(13.0),20210818_leagueoflegends4(13.0),20210818_fantasy_new(13.0),20210818_granblue(7.0),20210818_game_mabinogi1(7.0),20210818_stream(6.0),20210818_tr(5.0),20210818_touhou(4.0),20210818_pokemon(4.0),20210818_baseball_new10(3.0),20210818_football_new7(2.0),20210818_idolmaster(2.0),20210818_programming(2.0),20210818_pumpitup(2.0),20210818_ff14(2.0),20210818_lotto_new2(2.0),20210818_ani1_new1(2.0),20210818_earphone(2.0),20210818_car_new1(2.0),20210818_depression_new1(2.0),20210818_samsunglions_new(1.0),20210818_pripara(1.0),20210818_drama_new3(1.0),20210818_etc_program2(1.0),20210818_sdvx(1.0),20210818_w_entertainer(1.0),20210818_blackpink(1.0),20210818_grsgills(1.0),20210818_fight_game(1.0),20210818_fifaonline(1.0),20210818_sphero(1.0),20210818_cs_new1(1.0),20210818_government(1.0),20210818_figureskating_new(1.0),20210818_lgtwins_new(1.0),20210818_giants_new2(1.0),20210818_diet(1.0),20210818_kancolle(1.0),20210818_pridepc_new4(1.0),20210818_fashion_new1(1.0),20210818_extra(1.0),20210818_bike(1.0),20210818_tigers_new(1.0),20210818_jumper(1.0),20210818_top12(1.0),20210818_bns(1.0),20210818_lgbt(1.0),20210818_twice_new(1.0)]"
192,365.0,리그,"[20210818_football_new7(143.0),20210818_leagueoflegends4(55.0),20210818_baseball_ab2(28.0),20210818_kart(17.0),20210818_nba(15.0),20210818_samsunglions_new(15.0),20210818_sh_new(12.0),20210818_giants_new2(11.0),20210818_tigers_new(11.0),20210818_lgtwins_new(8.0),20210818_lotto_new2(6.0),20210818_ktwiz(5.0),20210818_pokemon(5.0),20210818_ib_new2(4.0),20210818_stream(4.0),20210818_doosanbears_new1(4.0),20210818_skwyverns(4.0),20210818_drama_new3(2.0),20210818_fantasy_new(2.0),20210818_top12(2.0),20210818_tr(2.0),20210818_fifaonline(2.0),20210818_coronavirus(1.0),20210818_loan_new1(1.0),20210818_etc_program2(1.0),20210818_blackpink(1.0),20210818_hanwhaeagles_new(1.0),20210818_fight_game(1.0),20210818_idolmaster(1.0)]"
193,363.0,합방,"[20210818_ib_new2(208.0),20210818_stream(134.0),20210818_mistertrot(5.0),20210818_fantasy_new(5.0),20210818_immovables(2.0),20210818_sbsdocu(2.0),20210818_kart(2.0),20210818_grsgills(2.0),20210818_bitcoins(2.0)]"
194,362.0,새봄,"[20210818_stream(355.0),20210818_lostark(7.0)]"
195,361.0,폴드,"[20210818_smartphone(249.0),20210818_comic_new2(23.0),20210818_idolmaster(13.0),20210818_samsunglions_new(7.0),20210818_baseball_new10(7.0),20210818_car_new1(5.0),20210818_tabletpc(4.0),20210818_extra(4.0),20210818_drama_new3(4.0),20210818_neostock(4.0),20210818_cs_new1(3.0),20210818_arbeit(3.0),20210818_bike(3.0),20210818_d_fighter_new2(3.0),20210818_lgtwins_new(2.0),20210818_kancolle(2.0),20210818_closers(2.0),20210818_pokemon(2.0),20210818_toy(2.0),20210818_hanwhaeagles_new(2.0),20210818_mabi_heroes2(1.0),20210818_cat(1.0),20210818_plastic_s(1.0),20210818_producex(1.0),20210818_ff14(1.0),20210818_boardgame(1.0),20210818_ani1_new1(1.0),20210818_mystery(1.0),20210818_fantasy_new(1.0),20210818_w_entertainer(1.0),20210818_lgbt(1.0),20210818_depression_new1(1.0),20210818_programming(1.0)]"
196,358.0,정글,"[20210818_leagueoflegends4(300.0),20210818_ib_new2(16.0),20210818_d_fighter_new2(10.0),20210818_fantasy_new(6.0),20210818_maplestory(4.0),20210818_extra(4.0),20210818_stream(4.0),20210818_baseball_new10(4.0),20210818_sphero(2.0),20210818_lostark(2.0),20210818_w_entertainer(2.0),20210818_blackpink(2.0),20210818_lgbt(2.0)]"
197,357.0,쿰,"[20210818_nba(337.0),20210818_giants_new2(2.0),20210818_japan_entertainment(2.0),20210818_arbeit(2.0),20210818_akb48(2.0),20210818_maplestory(2.0),20210818_ufc(2.0),20210818_blackpink(2.0),20210818_elsword(2.0),20210818_bitcoins(2.0)]"
